1 313
0 2212 3.7 0.8 0.7 -0.74 -1.94 1.95
1 211 0.4 2 2.6 0.39 -1.25 -1.72
2 321 0.6 0.1 0.6 3.17 3.38 0.3
3 -211 1.1 0 0.6 0.09 -0.15 -0.07
4 2112 0.7 1.4 3.2 3.98 1.86 0.65
5 -11 2.2 1 0.3 1.35 -3.36 -1.55
6 -11 3 1.2 3.4 -0.95 -2.06 -3.1
7 211 2.3 0.5 4 0.89 -2.78 -1.63
8 -211 0.4 0.3 0.5 1.15 -4.5 1.68
9 -211 0 1.8 3.4 0.23 0.35 -0.14
10 -321 1.5 1 3.6 2.88 2.31 -1.66
11 321 2.1 1.9 1.8 -1.66 -0.54 1.21
12 -211 0.6 0.5 0.3 1.88 -4.01 -2.13
13 -211 1.4 1.2 1.8 2.97 -2.95 -1.67
14 211 1.8 1.5 2 -4.03 1.95 -0.14
15 2112 1.2 1.7 2.2 -1.56 3.39 -2.5
16 211 1.6 0.6 0.4 0.16 -0.57 -0.92
17 211 0.4 0.2 0.7 -3.06 2.54 1.31
18 211 0.2 0.3 0.2 0.22 3.34 -3.49
19 -211 1.4 4 1.5 -0.41 1.03 3.95
20 -211 1.1 1.6 3.4 -1.22 -1.01 0.11
21 211 0.5 3.9 3 1.57 0.19 -0.61
22 -321 1.4 1.4 1.2 0.62 0.67 -2.57
23 211 2.1 2.4 1.7 1.94 -0.75 -0.53
24 -211 2 0.5 0.2 3.51 0.95 -3.4
25 -211 1.3 3.6 2.6 -2.39 -0.75 2.52
26 211 3.5 1.1 2.9 -1.35 2.25 -0.34
27 -11 0.3 1.3 0.2 0.17 1.77 1.21
28 -211 0 1.2 1.2 1.5 2.78 1.61
29 2112 0.6 1.5 0 0.75 -0.22 -0.9
30 -211 0.3 3.2 1.6 1.89 -2.9 -0.34
31 -211 1.6 1.2 2.1 -0.09 0.1 -0.2
32 -211 1.6 1.2 1.2 3 1.59 -0.81
33 211 1 1.3 1.2 -2.01 0.31 -2.75
34 -211 0.4 1 3.1 -1.75 -2.89 -0.6
35 211 0.6 4.8 0.5 3.66 -0.11 -0.07
36 2212 1.8 1.8 2.7 -0.4 -0.9 0.14
37 -211 0.1 0 0 -1.5 -3.6 1.76
38 211 0.5 0.2 0.2 -0.97 -3.02 1.89
39 211 2.8 2.9 0.5 -1.61 -3.91 1.92
40 211 0.9 0.8 0.9 -1.69 2.81 -2.99
41 -211 0.7 2.2 2.7 -0.59 -3.07 -1.19
42 -211 1.2 3 2.4 -1.58 2.87 -1.6
43 -211 0.2 0.4 0.2 0.88 -3.66 -0.59
44 -211 1.9 0.9 1.4 -3.8 -1.53 2.74
45 2112 2.7 2.5 0 -2.11 -1.02 2.73
46 -211 4 1.1 0.9 -4.2 1.6 0.83
47 -211 0.2 0.2 0.5 -3.66 3.02 0.68
48 211 2.2 1.7 3.5 -0.39 0.02 -0.02
49 -211 0.3 0.3 0.1 1.12 4.18 -1.22
50 -321 0.2 0.2 0.2 0.72 -0.31 -0.3
51 -211 1.3 1.5 0.7 -1.58 3.69 -0.16
52 -211 0.1 1.2 2.3 1.49 2.68 -0.31
53 -211 1.8 1.2 3.8 0.27 -3.16 -0.83
54 211 3.2 2 1.6 0.99 -1.06 -1.13
55 321 0.1 1.4 1.9 -0.24 1.77 2.78
56 211 0.7 0.1 0.8 0.88 -0.89 -0.74
57 211 2.7 0.8 0.1 1.89 -1.8 -1.58
58 211 0.4 1.1 0.8 2.74 0.53 -2.15
59 2212 1.7 0.6 2 -1.76 1.71 0.07
60 -211 0.8 0.5 0.7 -2.38 0.61 1.8
61 -211 0 3.2 1.4 -3.48 -0.52 -0.53
62 2212 0.4 0.1 0.9 0.09 0.31 1.91
63 -211 1.1 0.9 1.3 0.35 -0.54 0
64 2112 0 0.2 1.7 1.33 1.07 -0.45
65 -211 0 0.9 0.5 3.4 0.98 -0.16
66 211 2.4 0 2 -2.79 2.57 -2.83
67 -11 0.4 1.8 0.7 3.53 1.37 -2.45
68 211 4.1 1.2 2 -2.93 3.33 0.99
